Tag ID Code Standard,ID Standard,Tag ID Code Sensor I,ID Sensor I,Tag ID Code Sensor II,ID Sensor II,Release Date,Tag Life,Expiration date,Tag Family,Tag Type,Channel,Primary Tagging Organization,Primary Researcher,Collaborators,Common Name,Scientific Name,Release Location,Pectoral T-bar,Dorsal T-bar,PIT tag,Dart tag,Roto/Flipper/Disc,Attachment method,Comments
A69-1601-24786,24786,,,,,,1233,5/17/1903,V16-4x,,,U.S. Department of the Navy,Carter Watterson,,Green turtle,Chelonia mydas,,,,,,,External on rear carapace with epoxy,
A69-1601-9077,9077,,,,,,3390,4/12/1909,V16-5x,,,U.S. Department of the Navy,Carter Watterson,,Loggerhead turtle,Caretta caretta,Atlantic Ocean off Virginia,,,,,,External on rear carapace with epoxy,
A69-9002-5757,5757,,,,,7/19/2011,81,10/8/2011,V9-AP,Acceleration,,MA Division of Marine Fisheries,Jeff Kneebone,,Sand tiger shark,Carcharius taurus,"Plymouth Bay, MA",,,,,,internal,
A69-9002-5756,5756,,,,,7/13/2011,81,10/2/2011,V9-AP,Pressure,,MA Division of Marine Fisheries,Jeff Kneebone,,Sand tiger shark,Carcharius taurus,"Plymouth Bay, MA",,,,,,internal,
A69-9002-5755,5755,,,,,7/13/2011,81,10/2/2011,V9-AP,Acceleration,,MA Division of Marine Fisheries,Jeff Kneebone,,Sand tiger shark,Carcharius taurus,"Plymouth Bay, MA",,,,,,internal,
A69-9002-5754,5754,,,,,7/13/2011,81,10/2/2011,V9-AP,Pressure,,MA Division of Marine Fisheries,Jeff Kneebone,,Sand tiger shark,Carcharius taurus,"Plymouth Bay, MA",,,,,,internal,
A69-9002-5753,5753,,,,,7/13/2011,81,10/2/2011,V9-AP,Acceleration,,MA Division of Marine Fisheries,Jeff Kneebone,,Sand tiger shark,Carcharius taurus,"Plymouth Bay, MA",,,,,,internal,
A69-9002-5752,5752,,,,,7/20/2011,81,10/9/2011,V9-AP,Pressure,,MA Division of Marine Fisheries,Jeff Kneebone,,Sand tiger shark,Carcharius taurus,"Plymouth Bay, MA",,,,,,internal,
A69-9002-5751,5751,,,,,7/20/2011,81,10/9/2011,V9-AP,Acceleration,,MA Division of Marine Fisheries,Jeff Kneebone,,Sand tiger shark,Carcharius taurus,"Plymouth Bay, MA",,,,,,internal,
A69-9002-3487,3487,,,,,10/24/2011,221,6/1/2012,V13,,,Normandeau,Adam Slowik,,American eel,Anguilla rostrata,Susquehanna River,,,,,,Internal,
A69-9002-3486,3486,,,,,10/30/2011,221,6/7/2012,V13,,,Normandeau,Adam Slowik,,American eel,Anguilla rostrata,Susquehanna River,,,,,,Internal,
A69-9002-3485,3485,,,,,10/28/2011,221,6/5/2012,V13,,,Normandeau,Adam Slowik,,American eel,Anguilla rostrata,Susquehanna River,,,,,,Internal,
A69-9002-3484,3484,,,,,11/2/2011,221,6/10/2012,V13,,,Normandeau,Adam Slowik,,American eel,Anguilla rostrata,Susquehanna River,,,,,,Internal,
A69-9002-3483,3483,,,,,10/21/2011,221,5/29/2012,V13,,,Normandeau,Adam Slowik,,American eel,Anguilla rostrata,Susquehanna River,,,,,,Internal,
A69-9002-3482,3482,,,,,11/2/2011,221,6/10/2012,V13,,,Normandeau,Adam Slowik,,American eel,Anguilla rostrata,Susquehanna River,,,,,,Internal,
A69-9002-3481,3481,,,,,11/5/2011,221,6/13/2012,V13,,,Normandeau,Adam Slowik,,American eel,Anguilla rostrata,Susquehanna River,,,,,,Internal,
A69-9002-3480,3480,,,,,11/3/2011,221,6/11/2012,V13,,,Normandeau,Adam Slowik,,American eel,Anguilla rostrata,Susquehanna River,,,,,,Internal,
A69-9002-3479,3479,,,,,11/5/2011,221,6/13/2012,V13,,,Normandeau,Adam Slowik,,American eel,Anguilla rostrata,Susquehanna River,,,,,,Internal,
A69-9002-3478,3478,,,,,10/30/2011,221,6/7/2012,V13,,,Normandeau,Adam Slowik,,American eel,Anguilla rostrata,Susquehanna River,,,,,,Internal,
A69-9002-3477,3477,,,,,11/2/2011,221,6/10/2012,V13,,,Normandeau,Adam Slowik,,American eel,Anguilla rostrata,Susquehanna River,,,,,,Internal,
A69-9002-3476,3476,,,,,11/3/2011,221,6/11/2012,V13,,,Normandeau,Adam Slowik,,American eel,Anguilla rostrata,Susquehanna River,,,,,,Internal,
A69-9002-3475,3475,,,,,11/11/2011,221,6/19/2012,V13,,,Normandeau,Adam Slowik,,American eel,Anguilla rostrata,Susquehanna River,,,,,,Internal,
A69-9002-3474,3474,,,,,10/21/2011,221,5/29/2012,V13,,,Normandeau,Adam Slowik,,American eel,Anguilla rostrata,Susquehanna River,,,,,,Internal,
A69-9002-3473,3473,,,,,10/30/2011,221,6/7/2012,V13,,,Normandeau,Adam Slowik,,American eel,Anguilla rostrata,Susquehanna River,,,,,,Internal,
A69-9002-3472,3472,,,,,10/28/2011,221,6/5/2012,V13,,,Normandeau,Adam Slowik,,American eel,Anguilla rostrata,Susquehanna River,,,,,,Internal,
A69-9002-3471,3471,,,,,11/6/2011,221,6/14/2012,V13,,,Normandeau,Adam Slowik,,American eel,Anguilla rostrata,Susquehanna River,,,,,,Internal,
A69-9002-3470,3470,,,,,10/24/2011,221,6/1/2012,V13,,,Normandeau,Adam Slowik,,American eel,Anguilla rostrata,Susquehanna River,,,,,,Internal,
A69-9002-3469,3469,,,,,11/11/2011,221,6/19/2012,V13,,,Normandeau,Adam Slowik,,American eel,Anguilla rostrata,Susquehanna River,,,,,,Internal,
A69-9002-3468,3468,,,,,10/27/2011,221,6/4/2012,V13,,,Normandeau,Adam Slowik,,American eel,Anguilla rostrata,Susquehanna River,,,,,,Internal,
A69-1303-54039,54039,,,,,2/6/2009,,1/7/2011,V16-5H-R64K,,,SC Department of Natural Resouces,Bill Post,,Shortnose sturgeon,Acipenser brevirostrum,Savannah River,,,,,,surgical implant,
A69-1303-54032,54032,,,,,2/13/2009,,1/14/2011,V16-5H-R64K,,,SC Department of Natural Resouces,Bill Post,,Shortnose sturgeon,Acipenser brevirostrum,Savannah River,,,,,,surgical implant,
A69-1303-54035,54035,,,,,2/13/2009,,1/14/2011,V16-5H-R64K,,,SC Department of Natural Resouces,Bill Post,,Shortnose sturgeon,Acipenser brevirostrum,Savannah River,,,,,,surgical implant,
A69-1303-54036,54036,,,,,2/13/2009,,1/14/2011,V16-5H-R64K,,,SC Department of Natural Resouces,Bill Post,,Shortnose sturgeon,Acipenser brevirostrum,Savannah River,,,,,,surgical implant,
A69-1303-54037,54037,,,,,2/26/2009,,1/27/2011,V16-5H-R64K,,,SC Department of Natural Resouces,Bill Post,,Shortnose sturgeon,Acipenser brevirostrum,Savannah River,,,,,,surgical implant,
A69-1303-54038,54038,,,,,2/26/2009,,1/27/2011,V16-5H-R64K,,,SC Department of Natural Resouces,Bill Post,,Shortnose sturgeon,Acipenser brevirostrum,Savannah River,,,,,,surgical implant,
A69-1303-54033,54033,,,,,3/20/2009,,2/18/2011,V16-5H-R64K,,,SC Department of Natural Resouces,Bill Post,,Shortnose sturgeon,Acipenser brevirostrum,Savannah River,,,,,,surgical implant,
A69-1303-54034,54034,,,,,3/20/2009,,2/18/2011,V16-5H-R64K,,,SC Department of Natural Resouces,Bill Post,,Shortnose sturgeon,Acipenser brevirostrum,Savannah River,,,,,,surgical implant,
A69-1303-54031,54031,,,,,11/19/2009,,10/20/2011,V16-5H-R64K,,,SC Department of Natural Resouces,Bill Post,,Shortnose sturgeon,Acipenser brevirostrum,Savannah River,,,,,,surgical implant,
,7476,,,,,,,1/1/2011,V13,,D,University of New Hampshire Lobster,Win Watson,,American lobster,Homarus americanus,Great Bay/Piscataqua,,,,,,,
,7477,,,,,,,1/1/2011,V13,,D,University of New Hampshire Lobster,Win Watson,,American lobster,Homarus americanus,Great Bay/Piscataqua,,,,,,,
,7478,,,,,,,1/1/2011,V13,,D,University of New Hampshire Lobster,Win Watson,,American lobster,Homarus americanus,Great Bay/Piscataqua,,,,,,,
,7479,,,,,,,1/1/2011,V13,,D,University of New Hampshire Lobster,Win Watson,,American lobster,Homarus americanus,Great Bay/Piscataqua,,,,,,,
,7480,,,,,,,1/1/2011,V13,,D,University of New Hampshire Lobster,Win Watson,,American lobster,Homarus americanus,Great Bay/Piscataqua,,,,,,,
,7481,,,,,,,1/1/2011,V13,,D,University of New Hampshire Lobster,Win Watson,,American lobster,Homarus americanus,Great Bay/Piscataqua,,,,,,,
,7482,,,,,,,1/1/2011,V13,,D,University of New Hampshire Lobster,Win Watson,,American lobster,Homarus americanus,Great Bay/Piscataqua,,,,,,,
,7483,,,,,,,1/1/2011,V13,,D,University of New Hampshire Lobster,Win Watson,,American lobster,Homarus americanus,Great Bay/Piscataqua,,,,,,,
,48639,,,,,8/9/2010,,9/1/2012,V13-1X Low Power,,,Virginia Commonwealth University/USFWS,Matt Balazik,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"James River, Virginia",,,,,,External,
,48640,,,,,8/17/2010,,9/9/2012,V13-1X Low Power,,,Virginia Commonwealth University/USFWS,Matt Balazik,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"James River, Virginia",,,,,,External,
,48642,,,,,8/19/2010,,9/11/2012,V13-1X Low Power,,,Virginia Commonwealth University/USFWS,Matt Balazik,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"James River, Virginia",,,,,,External,
,48643,,,,,8/19/2010,,9/11/2012,V13-1X Low Power,,,Virginia Commonwealth University/USFWS,Matt Balazik,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"James River, Virginia",,,,,,External,
,48644,,,,,9/6/2010,,9/29/2012,V13-1X Low Power,,,Virginia Commonwealth University/USFWS,Matt Balazik,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"James River, Virginia",,,,,,External,
,48645,,,,,9/9/2010,,10/2/2012,V13-1X Low Power,,,Virginia Commonwealth University/USFWS,Matt Balazik,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"James River, Virginia",,,,,,External,
,48646,,,,,9/9/2010,,10/2/2012,V13-1X Low Power,,,Virginia Commonwealth University/USFWS,Matt Balazik,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"James River, Virginia",,,,,,External,
,48647,,,,,9/9/2010,,10/2/2012,V13-1X Low Power,,,Virginia Commonwealth University/USFWS,Matt Balazik,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"James River, Virginia",,,,,,External,
,48648,,,,,9/9/2010,,10/2/2012,V13-1X Low Power,,,Virginia Commonwealth University/USFWS,Matt Balazik,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"James River, Virginia",,,,,,External,
,48649,,,,,9/10/2010,,10/3/2012,V13-1X Low Power,,,Virginia Commonwealth University/USFWS,Matt Balazik,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"James River, Virginia",,,,,,External,
,48650,,,,,9/10/2010,,10/3/2012,V13-1X Low Power,,,Virginia Commonwealth University/USFWS,Matt Balazik,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"James River, Virginia",,,,,,External,
,48651,,,,,9/10/2010,,10/3/2012,V13-1X Low Power,,,Virginia Commonwealth University/USFWS,Matt Balazik,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"James River, Virginia",,,,,,External,
,48652,,,,,9/10/2010,,10/3/2012,V13-1X Low Power,,,Virginia Commonwealth University/USFWS,Matt Balazik,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"James River, Virginia",,,,,,External,
,48653,,,,,9/15/2010,,10/8/2012,V13-1X Low Power,,,Virginia Commonwealth University/USFWS,Matt Balazik,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"James River, Virginia",,,,,,External,
,48654,,,,,9/16/2010,,10/9/2012,V13-1X Low Power,,,Virginia Commonwealth University/USFWS,Matt Balazik,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"James River, Virginia",,,,,,External,
,48655,,,,,9/16/2010,,10/9/2012,V13-1X Low Power,,,Virginia Commonwealth University/USFWS,Matt Balazik,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"James River, Virginia",,,,,,External,
,48656,,,,,10/6/2010,,10/29/2012,V13-1X Low Power,,,Virginia Commonwealth University/USFWS,Matt Balazik,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"James River, Virginia",,,,,,External,
,48657,,,,,10/7/2010,,10/30/2012,V13-1X Low Power,,,Virginia Commonwealth University/USFWS,Matt Balazik,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"James River, Virginia",,,,,,External,
,14,,,,,3/12/2008,,9/7/2012,V16P-6H,,,Virginia Institute of Marine Science William and Mary,Chris Hager,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"James River, VA",,,,,,Surgical implant,
,16,,,,,3/12/2008,,9/7/2012,V16P-6H,,,Virginia Institute of Marine Science William and Mary,Chris Hager,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"James River, VA",,,,,,Surgical implant,
A69-1303-13310,13310,,,,,3/12/2008,,9/7/2012,V16P-6H,,,Virginia Institute of Marine Science William and Mary,Chris Hager,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"James River, VA",,,,,,,
A69-1303-13312,13312,,,,,3/12/2008,,9/7/2012,V16P-6H,,,Virginia Institute of Marine Science William and Mary,Chris Hager,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"James River, VA",,,,,,,
,,A69-1105-18,18,,,3/19/2008,,9/14/2012,V16P-6H,,,Virginia Institute of Marine Science William and Mary,Chris Hager,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"James River, VA",,,,,,Surgical implant,
A69-1303-13314,13314,,,,,3/19/2008,,9/14/2012,V16P-6H,,,Virginia Institute of Marine Science William and Mary,Chris Hager,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"James River, VA",,,,,,,
,,A69-1105-15,15,,,4/10/2008,,10/6/2012,V16P-6H,,,Virginia Institute of Marine Science William and Mary,Chris Hager,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"James River, VA",,,,,,Surgical implant,
A69-1303-13311,13311,,,,,4/10/2008,,10/6/2012,V16P-6H,,,Virginia Institute of Marine Science William and Mary,Chris Hager,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"James River, VA",,,,,,,
,,A69-1105-20,20,,,4/18/2008,,10/14/2012,V16P-6H,,,Virginia Institute of Marine Science William and Mary,Chris Hager,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"James River, VA",,,,,,Surgical implant,
A69-1303-13316,13316,,,,,4/18/2008,,10/14/2012,V16P-6H,,,Virginia Institute of Marine Science William and Mary,Chris Hager,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"James River, VA",,,,,,,
,,A69-1105-22,22,,,4/25/2008,,10/21/2012,V16P-6H,,,Virginia Institute of Marine Science William and Mary,Chris Hager,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"James River, VA",,,,,,Surgical implant,
A69-1303-13318,13318,,,,,4/25/2008,,10/21/2012,V16P-6H,,,Virginia Institute of Marine Science William and Mary,Chris Hager,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"James River, VA",,,,,,,
,1900,,,,,4/26/2005,,9/1/2005,V8,,B,NOAA/NMFS Orono,James Hawkes,,Atlantic salmon,Salmo salar,"Penobscot River, Maine",,,,,,Surgical Implant,smolt
,1901,,,,,4/26/2005,,9/1/2005,V8,,B,NOAA/NMFS Orono,James Hawkes,,Atlantic salmon,Salmo salar,"Penobscot River, Maine",,,,,,Surgical Implant,smolt
,1902,,,,,4/26/2005,,9/1/2005,V8,,B,NOAA/NMFS Orono,James Hawkes,,Atlantic salmon,Salmo salar,"Penobscot River, Maine",,,,,,Surgical Implant,smolt
,1903,,,,,4/26/2005,,9/1/2005,V8,,B,NOAA/NMFS Orono,James Hawkes,,Atlantic salmon,Salmo salar,"Penobscot River, Maine",,,,,,Surgical Implant,smolt
,1904,,,,,4/26/2005,,9/1/2005,V8,,B,NOAA/NMFS Orono,James Hawkes,,Atlantic salmon,Salmo salar,"Penobscot River, Maine",,,,,,Surgical Implant,smolt
,1905,,,,,4/26/2005,,9/1/2005,V8,,B,NOAA/NMFS Orono,James Hawkes,,Atlantic salmon,Salmo salar,"Penobscot River, Maine",,,,,,Surgical Implant,smolt
,1906,,,,,4/26/2005,,9/1/2005,V8,,B,NOAA/NMFS Orono,James Hawkes,,Atlantic salmon,Salmo salar,"Penobscot River, Maine",,,,,,Surgical Implant,smolt
,1907,,,,,4/26/2005,,9/1/2005,V8,,B,NOAA/NMFS Orono,James Hawkes,,Atlantic salmon,Salmo salar,"Penobscot River, Maine",,,,,,Surgical Implant,smolt
,1908,,,,,4/26/2005,,9/1/2005,V8,,B,NOAA/NMFS Orono,James Hawkes,,Atlantic salmon,Salmo salar,"Penobscot River, Maine",,,,,,Surgical Implant,smolt
,1909,,,,,4/26/2005,,9/1/2005,V8,,B,NOAA/NMFS Orono,James Hawkes,,Atlantic salmon,Salmo salar,"Penobscot River, Maine",,,,,,Surgical Implant,smolt
,1910,,,,,4/26/2005,,9/1/2005,V8,,B,NOAA/NMFS Orono,James Hawkes,,Atlantic salmon,Salmo salar,"Penobscot River, Maine",,,,,,Surgical Implant,smolt
,1911,,,,,4/26/2005,,9/1/2005,V8,,B,NOAA/NMFS Orono,James Hawkes,,Atlantic salmon,Salmo salar,"Penobscot River, Maine",,,,,,Surgical Implant,smolt
,1912,,,,,4/26/2005,,9/1/2005,V8,,B,NOAA/NMFS Orono,James Hawkes,,Atlantic salmon,Salmo salar,"Penobscot River, Maine",,,,,,Surgical Implant,smolt
,1913,,,,,4/26/2005,,9/1/2005,V8,,B,NOAA/NMFS Orono,James Hawkes,,Atlantic salmon,Salmo salar,"Penobscot River, Maine",,,,,,Surgical Implant,smolt
,1914,,,,,4/26/2005,,9/1/2005,V8,,B,NOAA/NMFS Orono,James Hawkes,,Atlantic salmon,Salmo salar,"Penobscot River, Maine",,,,,,Surgical Implant,smolt
,1915,,,,,4/26/2005,,9/1/2005,V8,,B,NOAA/NMFS Orono,James Hawkes,,Atlantic salmon,Salmo salar,"Penobscot River, Maine",,,,,,Surgical Implant,smolt
,1916,,,,,4/26/2005,,9/1/2005,V8,,B,NOAA/NMFS Orono,James Hawkes,,Atlantic salmon,Salmo salar,"Penobscot River, Maine",,,,,,Surgical Implant,smolt
,1917,,,,,4/26/2005,,9/1/2005,V8,,B,NOAA/NMFS Orono,James Hawkes,,Atlantic salmon,Salmo salar,"Penobscot River, Maine",,,,,,Surgical Implant,smolt
,1918,,,,,4/26/2005,,9/1/2005,V8,,B,NOAA/NMFS Orono,James Hawkes,,Atlantic salmon,Salmo salar,"Penobscot River, Maine",,,,,,Surgical Implant,smolt
,1919,,,,,4/26/2005,,9/1/2005,V8,,B,NOAA/NMFS Orono,James Hawkes,,Atlantic salmon,Salmo salar,"Penobscot River, Maine",,,,,,Surgical Implant,smolt
,1920,,,,,4/26/2005,,9/1/2005,V8,,B,NOAA/NMFS Orono,James Hawkes,,Atlantic salmon,Salmo salar,"Penobscot River, Maine",,,,,,Surgical Implant,smolt
,1921,,,,,4/26/2005,,9/1/2005,V8,,B,NOAA/NMFS Orono,James Hawkes,,Atlantic salmon,Salmo salar,"Penobscot River, Maine",,,,,,Surgical Implant,smolt
,1745,,,,,5/3/2005,,9/1/2005,V7,,B,NOAA/NMFS Orono,James Hawkes,,Atlantic salmon,Salmo salar,"Penobscot River, Maine",,,,,,Surgical Implant,smolt
,1922,,,,,5/3/2005,,9/1/2005,V8,,B,NOAA/NMFS Orono,James Hawkes,,Atlantic salmon,Salmo salar,"Penobscot River, Maine",,,,,,Surgical Implant,smolt
,1923,,,,,5/3/2005,,9/1/2005,V8,,B,NOAA/NMFS Orono,James Hawkes,,Atlantic salmon,Salmo salar,"Penobscot River, Maine",,,,,,Surgical Implant,smolt
,1924,,,,,5/3/2005,,9/1/2005,V8,,B,NOAA/NMFS Orono,James Hawkes,,Atlantic salmon,Salmo salar,"Penobscot River, Maine",,,,,,Surgical Implant,smolt
,1925,,,,,5/3/2005,,9/1/2005,V8,,B,NOAA/NMFS Orono,James Hawkes,,Atlantic salmon,Salmo salar,"Penobscot River, Maine",,,,,,Surgical Implant,smolt
,1926,,,,,5/3/2005,,9/1/2005,V8,,B,NOAA/NMFS Orono,James Hawkes,,Atlantic salmon,Salmo salar,"Penobscot River, Maine",,,,,,Surgical Implant,smolt
,1927,,,,,5/3/2005,,9/1/2005,V8,,B,NOAA/NMFS Orono,James Hawkes,,Atlantic salmon,Salmo salar,"Penobscot River, Maine",,,,,,Surgical Implant,smolt
,1928,,,,,5/3/2005,,9/1/2005,V8,,B,NOAA/NMFS Orono,James Hawkes,,Atlantic salmon,Salmo salar,"Penobscot River, Maine",,,,,,Surgical Implant,smolt
,1929,,,,,5/3/2005,,9/1/2005,V8,,B,NOAA/NMFS Orono,James Hawkes,,Atlantic salmon,Salmo salar,"Penobscot River, Maine",,,,,,Surgical Implant,smolt
,1930,,,,,5/3/2005,,9/1/2005,V8,,B,NOAA/NMFS Orono,James Hawkes,,Atlantic salmon,Salmo salar,"Penobscot River, Maine",,,,,,Surgical Implant,smolt
,1931,,,,,5/3/2005,,9/1/2005,V8,,B,NOAA/NMFS Orono,James Hawkes,,Atlantic salmon,Salmo salar,"Penobscot River, Maine",,,,,,Surgical Implant,smolt
,1932,,,,,5/3/2005,,9/1/2005,V8,,B,NOAA/NMFS Orono,James Hawkes,,Atlantic salmon,Salmo salar,"Penobscot River, Maine",,,,,,Surgical Implant,smolt
,1933,,,,,5/3/2005,,9/1/2005,V8,,B,NOAA/NMFS Orono,James Hawkes,,Atlantic salmon,Salmo salar,"Penobscot River, Maine",,,,,,Surgical Implant,smolt
,1934,,,,,5/3/2005,,9/1/2005,V8,,B,NOAA/NMFS Orono,James Hawkes,,Atlantic salmon,Salmo salar,"Penobscot River, Maine",,,,,,Surgical Implant,smolt
,1935,,,,,5/3/2005,,9/1/2005,V8,,B,NOAA/NMFS Orono,James Hawkes,,Atlantic salmon,Salmo salar,"Penobscot River, Maine",,,,,,Surgical Implant,smolt
,1936,,,,,5/3/2005,,9/1/2005,V8,,B,NOAA/NMFS Orono,James Hawkes,,Atlantic salmon,Salmo salar,"Penobscot River, Maine",,,,,,Surgical Implant,smolt
,1937,,,,,5/3/2005,,9/1/2005,V8,,B,NOAA/NMFS Orono,James Hawkes,,Atlantic salmon,Salmo salar,"Penobscot River, Maine",,,,,,Surgical Implant,smolt
,1938,,,,,5/3/2005,,9/1/2005,V8,,B,NOAA/NMFS Orono,James Hawkes,,Atlantic salmon,Salmo salar,"Penobscot River, Maine",,,,,,Surgical Implant,smolt
,1939,,,,,5/3/2005,,9/1/2005,V8,,B,NOAA/NMFS Orono,James Hawkes,,Atlantic salmon,Salmo salar,"Penobscot River, Maine",,,,,,Surgical Implant,smolt
,1940,,,,,5/3/2005,,9/1/2005,V8,,B,NOAA/NMFS Orono,James Hawkes,,Atlantic salmon,Salmo salar,"Penobscot River, Maine",,,,,,Surgical Implant,smolt
,1941,,,,,5/3/2005,,9/1/2005,V8,,B,NOAA/NMFS Orono,James Hawkes,,Atlantic salmon,Salmo salar,"Penobscot River, Maine",,,,,,Surgical Implant,smolt
,1942,,,,,5/3/2005,,9/1/2005,V8,,B,NOAA/NMFS Orono,James Hawkes,,Atlantic salmon,Salmo salar,"Penobscot River, Maine",,,,,,Surgical Implant,smolt
,1943,,,,,5/3/2005,,9/1/2005,V8,,B,NOAA/NMFS Orono,James Hawkes,,Atlantic salmon,Salmo salar,"Penobscot River, Maine",,,,,,Surgical Implant,smolt
,1944,,,,,5/3/2005,,9/1/2005,V8,,B,NOAA/NMFS Orono,James Hawkes,,Atlantic salmon,Salmo salar,"Penobscot River, Maine",,,,,,Surgical Implant,smolt
,1945,,,,,5/3/2005,,9/1/2005,V8,,B,NOAA/NMFS Orono,James Hawkes,,Atlantic salmon,Salmo salar,"Penobscot River, Maine",,,,,,Surgical Implant,smolt
,1946,,,,,5/3/2005,,9/1/2005,V8,,B,NOAA/NMFS Orono,James Hawkes,,Atlantic salmon,Salmo salar,"Penobscot River, Maine",,,,,,Surgical Implant,smolt
,1947,,,,,5/3/2005,,9/1/2005,V8,,B,NOAA/NMFS Orono,James Hawkes,,Atlantic salmon,Salmo salar,"Penobscot River, Maine",,,,,,Surgical Implant,smolt
,1948,,,,,5/3/2005,,9/1/2005,V8,,B,NOAA/NMFS Orono,James Hawkes,,Atlantic salmon,Salmo salar,"Penobscot River, Maine",,,,,,Surgical Implant,smolt
,1949,,,,,5/3/2005,,9/1/2005,V8,,B,NOAA/NMFS Orono,James Hawkes,,Atlantic salmon,Salmo salar,"Penobscot River, Maine",,,,,,Surgical Implant,smolt
,1950,,,,,5/3/2005,,9/1/2005,V8,,B,NOAA/NMFS Orono,James Hawkes,,Atlantic salmon,Salmo salar,"Penobscot River, Maine",,,,,,Surgical Implant,smolt
,1951,,,,,5/3/2005,,9/1/2005,V8,,B,NOAA/NMFS Orono,James Hawkes,,Atlantic salmon,Salmo salar,"Penobscot River, Maine",,,,,,Surgical Implant,smolt
,1952,,,,,5/3/2005,,9/1/2005,V8,,B,NOAA/NMFS Orono,James Hawkes,,Atlantic salmon,Salmo salar,"Penobscot River, Maine",,,,,,Surgical Implant,smolt
A69-1206-1232,1232,,,,,6/30/2005,,11/23/2007,V16-6H-R04K,,A69-1206,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware River, DE",,,460E217959,2732,,Internal,
A69-1206-1234,1234,,,,,6/30/2005,,11/23/2007,V16-6H-R04K,,A69-1206,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware River, DE",,,4614250641,2733,,Internal,
A69-1206-1754,1754,,,,,6/22/2006,,11/24/2007,V13-1H,,A69-1206,Delaware State University,Dewayne Fox,,Sandbar shark,Carchrhinus plumbeus,Delaware Bay,,,,,,Internal,
A69-1206-1764,1764,,,,,6/22/2006,,11/24/2007,V13-1H,,A69-1206,Delaware State University,Dewayne Fox,,Sandbar shark,Carchrhinus plumbeus,Delaware Bay,,,,,,Internal,
A69-1206-1229,1229,,,,,7/7/2005,,11/30/2007,V16-6H-R04K,,A69-1206,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware River, DE",,,460E525933,2750,,Internal,
A69-1206-1233,1233,,,,,7/7/2005,,11/30/2007,V16-6H-R04K,,A69-1206,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware River, DE",,,46142D366B,,,Internal,
A69-1206-1224,1224,,,,,7/11/2005,,12/4/2007,V16-6H-R04K,,A69-1206,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware River, DE",,,4614285104,,,Internal,
A69-1206-1223,1223,,,,,7/19/2005,,12/12/2007,V16-6H-R04K,,A69-1206,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware River, DE",,,4614506134,,,Internal,
A69-1206-1222,1222,,,,,7/25/2005,,12/18/2007,V16-6H-R04K,,A69-1206,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware River, DE",,,46143B511B,2744,,Internal,
A69-1206-1221,1221,,,,,8/1/2005,,12/25/2007,V16-6H-R04K,,A69-1206,Delaware State University,Dewayne Fox,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware River, DE",,,4614586357,2737,,Internal,
