Tag ID Code Standard,ID Standard,Tag ID Code Sensor I,ID Sensor I,Tag ID Code Sensor II,ID Sensor II,Release Date,Tag Life,Expiration date,Tag Family,Tag Type,Channel,Primary Tagging Organization,Primary Researcher,Collaborators,Common Name,Scientific Name,Release Location,Pectoral T-bar,Dorsal T-bar,PIT tag,Dart tag,Roto/Flipper/Disc,Attachment method,Comments
A69-1601-31777,31777,,,,,4/26/2012,961,12/13/2014,V13-1x,Standard,,DC. Fisheries & Wildlife,Eric Thadey,,Striped bass,Morone saxatilis,Potomac River,,551186,,,,Internal,
A69-1601-31779,31779,,,,,4/5/2012,961,11/22/2014,V13-1x,Standard,,DC. Fisheries & Wildlife,Eric Thadey,,Striped bass,Morone saxatilis,Potomac River,,551146,,,,Internal,
A69-1601-31780,31780,,,,,3/27/2012,961,11/13/2014,V13-1x,Standard,,DC. Fisheries & Wildlife,Eric Thadey,,Striped bass,Morone saxatilis,Potomac River,,551140,,,,Internal,
A69-1601-31925,31925,,,,,9/9/2011,863,1/19/2014,V16-4H,Standard,,Savannah State University,Chip Cotton,,Bonnethead shark,Sphyrna tiburo,"Romerly Creek, Wassaw Sound",,,,,N/A,External,
A69-1601-31926,31926,,,,,5/10/2012,863,9/20/2014,V16-4H,Standard,,Savannah State University,Chip Cotton,,Bonnethead shark,Sphyrna tiburo,"Romerly Creek, Wassaw Sound",,,,,91,External,
A69-1601-31927,31927,,,,,9/9/2011,863,1/19/2014,V16-4H,Standard,,Savannah State University,Chip Cotton,,Bonnethead shark,Sphyrna tiburo,"Romerly Creek, Wassaw Sound",,,,,84,External,
A69-1601-31928,31928,,,,,9/9/2011,863,1/19/2014,V16-4H,Standard,,Savannah State University,Chip Cotton,,Bonnethead shark,Sphyrna tiburo,"Romerly Creek, Wassaw Sound",,,,,89,External,
A69-1601-32235,32235,,,,,9/13/2011,863,1/23/2014,V16-4H,Standard,,Savannah State University,Chip Cotton,,Bonnethead shark,Sphyrna tiburo,"Romerly Creek, Wassaw Sound",,,,,80,External,
A69-1601-32236,32236,,,,,9/1/2011,863,1/11/2014,V16-4H,Standard,,Savannah State University,Chip Cotton,,Bonnethead shark,Sphyrna tiburo,"Romerly Creek, Wassaw Sound",,,,,78,External,
A69-1601-32237,32237,,,,,9/15/2011,863,1/25/2014,V16-4H,Standard,,Savannah State University,Chip Cotton,,Bonnethead shark,Sphyrna tiburo,"Romerly Creek, Wassaw Sound",,,,,85,External,
