Tag ID Code Standard,ID Standard,Tag ID Code Sensor I,ID Sensor I,Tag ID Code Sensor II,ID Sensor II,Release Date,Tag Life,Expiration date,Tag Family,Tag Type,Channel,Primary Tagging Organization,Primary Researcher,Collaborators,Common Name,Scientific Name,Release Location,Pectoral T-bar,Dorsal T-bar,PIT tag,Dart tag,Roto/Flipper/Disc,Attachment method,Comments
,8776,,,,,11/8/2007,,,V16-5H-R64K,,,"Environmental Research and Consulting, Inc.",Hal Brundage,,Shortnose sturgeon,Acipenser brevirostrum,"Delaware River, DE",,2863,43114A3E27,,,,
,8777,,,,,11/8/2007,,,V16-5H-R64K,,,"Environmental Research and Consulting, Inc.",Hal Brundage,,Shortnose sturgeon,Acipenser brevirostrum,"Delaware River, DE",,2866,4311251C4E,,,,
,8778,,,,,11/8/2007,,,V16-5H-R64K,,,"Environmental Research and Consulting, Inc.",Hal Brundage,,Shortnose sturgeon,Acipenser brevirostrum,"Delaware River, DE",,2178,421F30026D,,,,
,7961,,,,,3/12/2008,,,Vemco V16H,,,,Steven Kessel,,Lemon shark,Negaprion brevirostris,,,,4572260C28,,323630,,
A69-1303-49898,49898,,,,,5/15/2008,,,V13-1L,,,NOAA/Gray's Reef National Marine Sanctuary,Sarah Fangman,,Scamp grouper,Mycteroperca phenax,Gray's Reef National Marine Sanctuary,,,,,,,
A69-1303-49903,49903,,,,,5/15/2008,,,V13-1L,,,NOAA/Gray's Reef National Marine Sanctuary,Sarah Fangman,,Scamp grouper,Mycteroperca phenax,Gray's Reef National Marine Sanctuary,,,,,,,
A69-1303-49901,49901,,,,,5/16/2008,,,V13-1L,,,NOAA/Gray's Reef National Marine Sanctuary,Sarah Fangman,,Scamp grouper,Mycteroperca phenax,Gray's Reef National Marine Sanctuary,,,,,,,
A69-1303-49894,49894,,,,,5/18/2008,,,V13-1L,,,NOAA/Gray's Reef National Marine Sanctuary,Sarah Fangman,,Scamp grouper,Mycteroperca phenax,Gray's Reef National Marine Sanctuary,,,,,,,
A69-1303-49895,49895,,,,,5/18/2008,,,V13-1L,,,NOAA/Gray's Reef National Marine Sanctuary,Sarah Fangman,,Gag grouper,Mycteroperca microlepis,Gray's Reef National Marine Sanctuary,,,,,,,
A69-1303-49896,49896,,,,,5/18/2008,,,V13-1L,,,NOAA/Gray's Reef National Marine Sanctuary,Sarah Fangman,,Scamp grouper,Mycteroperca phenax,Gray's Reef National Marine Sanctuary,,,,,,,
A69-1303-49897,49897,,,,,5/19/2008,,,V13-1L,,,NOAA/Gray's Reef National Marine Sanctuary,Sarah Fangman,,Scamp grouper,Mycteroperca phenax,Gray's Reef National Marine Sanctuary,,,,,,,
A69-1303-49899,49899,,,,,5/19/2008,,,V13-1L,,,NOAA/Gray's Reef National Marine Sanctuary,Sarah Fangman,,Red snapper,Lutjanus campechanus,Gray's Reef National Marine Sanctuary,,,,,,,
,50534,,,,,6/2/2008,,,V16-5H-R64K,,,"Environmental Research and Consulting, Inc.",Hal Brundage,,Shortnose sturgeon,Acipenser brevirostrum,"Delaware River, DE",,2945,4313222649,Internal,,,
,50535,,,,,6/2/2008,,,V16-5H-R64K,,,"Environmental Research and Consulting, Inc.",Hal Brundage,,Shortnose sturgeon,Acipenser brevirostrum,"Delaware River, DE",,2947,43112F526F,Internal,,,
,50536,,,,,6/2/2008,,,V16-5H-R64K,,,"Environmental Research and Consulting, Inc.",Hal Brundage,,Shortnose sturgeon,Acipenser brevirostrum,"Delaware River, DE",,2948,4310770478,Internal,,,
,50537,,,,,6/2/2008,,,V16-5H-R64K,,,"Environmental Research and Consulting, Inc.",Hal Brundage,,Shortnose sturgeon,Acipenser brevirostrum,"Delaware River, DE",,2949,43131C0100,Internal,,,
,50538,,,,,6/2/2008,,,V16-5H-R64K,,,"Environmental Research and Consulting, Inc.",Hal Brundage,,Shortnose sturgeon,Acipenser brevirostrum,"Delaware River, DE",,2853,4311032409,Internal,,,
,50539,,,,,6/2/2008,,,V16-5H-R64K,,,"Environmental Research and Consulting, Inc.",Hal Brundage,,Shortnose sturgeon,Acipenser brevirostrum,"Delaware River, DE",,2852,421D6B5F4B,Internal,,,
,50540,,,,,6/2/2008,,,V16-5H-R64K,,,"Environmental Research and Consulting, Inc.",Hal Brundage,,Shortnose sturgeon,Acipenser brevirostrum,"Delaware River, DE",,2854,4311206848,Internal,,,
,50541,,,,,6/2/2008,,,V16-5H-R64K,,,"Environmental Research and Consulting, Inc.",Hal Brundage,,Shortnose sturgeon,Acipenser brevirostrum,"Delaware River, DE",,2857,43127A4100,Internal,,,
,50542,,,,,6/2/2008,,,V16-5H-R64K,,,"Environmental Research and Consulting, Inc.",Hal Brundage,,Shortnose sturgeon,Acipenser brevirostrum,"Delaware River, DE",,2860,4312715774,Internal,,,
,174,,,,,6/3/2008,,,V13P-1H-S256,,C,"Environmental Research and Consulting, Inc.",Hal Brundage,,Shortnose sturgeon,Acipenser brevirostrum,"Delaware River, DE",,2935,4313275461,Internal,,,
,50528,,,,,6/3/2008,,,V16-5H-R64K,,,"Environmental Research and Consulting, Inc.",Hal Brundage,,Shortnose sturgeon,Acipenser brevirostrum,"Delaware River, DE",,2936,4310601536,Internal,,,
,50529,,,,,6/3/2008,,,V16-5H-R64K,,,"Environmental Research and Consulting, Inc.",Hal Brundage,,Shortnose sturgeon,Acipenser brevirostrum,"Delaware River, DE",,2937,43600A645B,Internal,,,
,50530,,,,,6/3/2008,,,V16-5H-R64K,,,"Environmental Research and Consulting, Inc.",Hal Brundage,,Shortnose sturgeon,Acipenser brevirostrum,"Delaware River, DE",,2939,4311252B3E,Internal,,,
,50531,,,,,6/3/2008,,,V16-5H-R64K,,,"Environmental Research and Consulting, Inc.",Hal Brundage,,Shortnose sturgeon,Acipenser brevirostrum,"Delaware River, DE",,2938,43155E5B58,Internal,,,
,50532,,,,,6/3/2008,,,V16-5H-R64K,,,"Environmental Research and Consulting, Inc.",Hal Brundage,,Shortnose sturgeon,Acipenser brevirostrum,"Delaware River, DE",,2944,4310547844,Internal,,,
,50533,,,,,6/3/2008,,,V16-5H-R64K,,,"Environmental Research and Consulting, Inc.",Hal Brundage,,Shortnose sturgeon,Acipenser brevirostrum,"Delaware River, DE",,2941,435F6E686D,Internal,,,
,7965,,,,,6/10/2008,,,Vemco V16H,,,,Steven Kessel,,Lemon shark,Negaprion brevirostris,,,,457413657F,,N/A,,
,50892,,,,,7/8/2008,,,V13-1L,,D,Wetlands Institute,Ilene Eberly,,Northern diamondback terrapin,Malaclemys terrapin terrapin,"Stone Harbor, NJ",,,,,,,
,50893,,,,,7/8/2008,,,V13-1L,,D,Wetlands Institute,Ilene Eberly,,Northern diamondback terrapin,Malaclemys terrapin terrapin,"Stone Harbor, NJ",,,,,,,
,50890,,,,,7/9/2008,,,V13-1L,,D,Wetlands Institute,Ilene Eberly,,Northern diamondback terrapin,Malaclemys terrapin terrapin,"Stone Harbor, NJ",,,,,,,
,50891,,,,,7/9/2008,,,V13-1L,,D,Wetlands Institute,Ilene Eberly,,Northern diamondback terrapin,Malaclemys terrapin terrapin,"Stone Harbor, NJ",,,,,,,
,50904,,,,,7/10/2008,,,V13-1L,,D,Wetlands Institute,Ilene Eberly,,Northern diamondback terrapin,Malaclemys terrapin terrapin,"Stone Harbor, NJ",,,,,,,
,50896,,,,,7/11/2008,,,V13-1L,,D,Wetlands Institute,Ilene Eberly,,Northern diamondback terrapin,Malaclemys terrapin terrapin,"Stone Harbor, NJ",,,,,,,
,50897,,,,,7/14/2008,,,V13-1L,,D,Wetlands Institute,Ilene Eberly,,Northern diamondback terrapin,Malaclemys terrapin terrapin,"Stone Harbor, NJ",,,,,,,
,50895,,,,,7/15/2008,,,V13-1L,,D,Wetlands Institute,Ilene Eberly,,Northern diamondback terrapin,Malaclemys terrapin terrapin,"Stone Harbor, NJ",,,,,,,
,50899,,,,,7/15/2008,,,V13-1L,,D,Wetlands Institute,Ilene Eberly,,Northern diamondback terrapin,Malaclemys terrapin terrapin,"Stone Harbor, NJ",,,,,,,
,50900,,,,,7/15/2008,,,V13-1L,,D,Wetlands Institute,Ilene Eberly,,Northern diamondback terrapin,Malaclemys terrapin terrapin,"Stone Harbor, NJ",,,,,,,
,50901,,,,,7/15/2008,,,V13-1L,,D,Wetlands Institute,Ilene Eberly,,Northern diamondback terrapin,Malaclemys terrapin terrapin,"Stone Harbor, NJ",,,,,,,
,50903,,,,,7/16/2008,,,V13-1L,,D,Wetlands Institute,Ilene Eberly,,Northern diamondback terrapin,Malaclemys terrapin terrapin,"Stone Harbor, NJ",,,,,,,
,50894,,,,,7/17/2008,,,V13-1L,,D,Wetlands Institute,Ilene Eberly,,Northern diamondback terrapin,Malaclemys terrapin terrapin,"Stone Harbor, NJ",,,,,,,
,50898,,,,,7/17/2008,,,V13-1L,,D,Wetlands Institute,Ilene Eberly,,Northern diamondback terrapin,Malaclemys terrapin terrapin,"Stone Harbor, NJ",,,,,,,
,50902,,,,,7/18/2008,,,V13-1L,,D,Wetlands Institute,Ilene Eberly,,Northern diamondback terrapin,Malaclemys terrapin terrapin,"Stone Harbor, NJ",,,,,,,
,317,,,,,9/4/2008,,,V7-4L,,,University of Delaware,Margaret Miller,,Summer flounder,Paralichtys dentatus,"Indian River Bay, DE",,,,,,Internal,
,2396,,,,,9/4/2008,,,V7-4L,,,University of Delaware,Margaret Miller,,Summer flounder,Paralichtys dentatus,"Indian River Bay, DE",,,,,,Internal,
,2397,,,,,9/4/2008,,,V7-4L,,,University of Delaware,Margaret Miller,,Summer flounder,Paralichtys dentatus,"Indian River Bay, DE",,,,,,Internal,
,2398,,,,,9/4/2008,,,V7-4L,,,University of Delaware,Margaret Miller,,Summer flounder,Paralichtys dentatus,"Indian River Bay, DE",,,,,,Internal,
,7963,,,,,9/6/2008,,,Vemco V16H,,,,Steven Kessel,,Lemon shark,Negaprion brevirostris,,,,484B2B7740,,323830,,
,7964,,,,,9/6/2008,,,Vemco V16H,,,,Steven Kessel,,Lemon shark,Negaprion brevirostris,,,,484B365477,,323835,,
,7967,,,,,9/6/2008,,,Vemco V16H,,,,Steven Kessel,,Lemon shark,Negaprion brevirostris,,,,484B5A411D,,323836,,
,13038,,,,,9/6/2008,,,Vemco V16H,,,,Steven Kessel,,Lemon shark,Negaprion brevirostris,,,,411C291D0D,,323834,,
,310,,,,,9/8/2008,,,V7-4L,,,University of Delaware,Margaret Miller,,Summer flounder,Paralichtys dentatus,"Indian River Bay, DE",,,,,,Internal,
,318,,,,,9/8/2008,,,V7-4L,,,University of Delaware,Margaret Miller,,Summer flounder,Paralichtys dentatus,"Indian River Bay, DE",,,,,,Internal,
,2399,,,,,9/8/2008,,,V7-4L,,,University of Delaware,Margaret Miller,,Summer flounder,Paralichtys dentatus,"Indian River Bay, DE",,,,,,surgical implant,
,6483,,,,,9/8/2008,,,V7-4L,,,University of Delaware,Margaret Miller,,Summer flounder,Paralichtys dentatus,"Indian River Bay, DE",,,,,,Surgical implant,
,6484,,,,,9/11/2008,,,V7-4L,,,University of Delaware,Margaret Miller,,Summer flounder,Paralichtys dentatus,"Indian River Bay, DE",,,,,,Surgical implant,
,6485,,,,,9/11/2008,,,V7-4L,,,University of Delaware,Margaret Miller,,Summer flounder,Paralichtys dentatus,"Indian River Bay, DE",,,,,,Surgical implant,
,174,,,,,6/3/2009,,,V13P-1H-S256,,C,"Environmental Research and Consulting, Inc.",Hal Brundage,,Shortnose sturgeon,Acipenser brevirostrum,"Delaware River, DE",,,,Internal,,,
,53725,,,,,7/14/2009,,,V-16-1L,,,"Environmental Research and Consulting, Inc.",Hal Brundage,,Shortnose sturgeon,Acipenser brevirostrum,"Delaware River, DE",,,,Internal,,,
,58850,,,,,7/14/2009,,,V7-4L,,,University of Delaware,Margaret Miller,,Summer flounder,Paralichtys dentatus,"Indian River Bay, DE",,,,,,,
,58855,,,,,7/14/2009,,,V7-4L,,,University of Delaware,Margaret Miller,,Summer flounder,Paralichtys dentatus,"Indian River Bay, DE",,,,,,,
,58856,,,,,7/14/2009,,,V7-4L,,,University of Delaware,Margaret Miller,,Summer flounder,Paralichtys dentatus,"Indian River Bay, DE",,,,,,,
,53724,,,,,7/15/2009,,,V13-1H,,,"Environmental Research and Consulting, Inc.",Hal Brundage,,Shortnose sturgeon,Acipenser brevirostrum,"Delaware River, DE",,,,Internal,,,
,53726,,,,,7/15/2009,,,V16-4H,,,"Environmental Research and Consulting, Inc.",Hal Brundage,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware River, DE",,,,Internal,,,
,58851,,,,,7/20/2009,,,V7-4L,,,University of Delaware,Margaret Miller,,Summer flounder,Paralichtys dentatus,"Indian River Bay, DE",,,,,,,
,58852,,,,,7/20/2009,,,V7-4L,,,University of Delaware,Margaret Miller,,Summer flounder,Paralichtys dentatus,"Indian River Bay, DE",,,,,,,
,58857,,,,,7/20/2009,,,V7-4L,,,University of Delaware,Margaret Miller,,Summer flounder,Paralichtys dentatus,"Indian River Bay, DE",,,,,,,
,58858,,,,,7/20/2009,,,V7-4L,,,University of Delaware,Margaret Miller,,Summer flounder,Paralichtys dentatus,"Indian River Bay, DE",,,,,,,
,58853,,,,,7/27/2009,,,V7-4L,,,University of Delaware,Margaret Miller,,Summer flounder,Paralichtys dentatus,"Indian River Bay, DE",,,,,,,
,58854,,,,,7/27/2009,,,V7-4L,,,University of Delaware,Margaret Miller,,Summer flounder,Paralichtys dentatus,"Indian River Bay, DE",,,,,,,
,58859,,,,,7/27/2009,,,V7-4L,,,University of Delaware,Margaret Miller,,Summer flounder,Paralichtys dentatus,"Indian River Bay, DE",,,,,,,
,58860,,,,,7/27/2009,,,V7-4L,,,University of Delaware,Margaret Miller,,Summer flounder,Paralichtys dentatus,"Indian River Bay, DE",,,,,,,
,53723,,,,,7/28/2009,,,V9-2L,,,"Environmental Research and Consulting, Inc.",Hal Brundage,,Shortnose sturgeon,Acipenser brevirostrum,"Delaware River, DE",,,,Internal,,,
A69-1303-60222,60222,,,,,7/28/2009,,,V16-6x,,A69-1303,SCUTES,Tom Savoy,Kim Damon-Randall,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,,,,,,,,
A69-1303-60220,60220,,,,,7/29/2009,,,V16-6x,,A69-1303,SCUTES,Tom Savoy,Kim Damon-Randall,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,,,,,,,,
A69-1303-60217,60217,,,,,8/11/2009,,,V16-6x,,A69-1303,SCUTES,Tom Savoy,Kim Damon-Randall,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,,,,,,,,
,61436,,,,,8/18/2009,,,V16-6H,,,"Environmental Research and Consulting, Inc.",Hal Brundage,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware River, DE",,,,Internal,,,
,61437,,,,,8/18/2009,,,V16-6H,,,"Environmental Research and Consulting, Inc.",Hal Brundage,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware River, DE",,,,Internal,,,
A69-1303-60218,60218,,,,,8/18/2009,,,V16-6x,,A69-1303,SCUTES,Tom Savoy,Kim Damon-Randall,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,,,,,,,,
,61438,,,,,8/25/2009,,,V16-6H,,,"Environmental Research and Consulting, Inc.",Hal Brundage,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware River, DE",,,,Internal,,,
A69-1303-60216,60216,,,,,8/25/2009,,,V16-6x,,A69-1303,SCUTES,Tom Savoy,Kim Damon-Randall,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,,,,,,,,
,53721,,,,,9/1/2009,,,V9-6L-R04K,,,"Environmental Research and Consulting, Inc.",Hal Brundage,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware River, DE",,,,Internal,,,
,53722,,,,,9/1/2009,,,V-9-1L,,,"Environmental Research and Consulting, Inc.",Hal Brundage,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware River, DE",,,,Internal,,,
,61434,,,,,9/1/2009,,,V13-1H,,,"Environmental Research and Consulting, Inc.",Hal Brundage,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware River, DE",,,,Internal,,,
,61435,,,,,9/1/2009,,,V13-1H,,,"Environmental Research and Consulting, Inc.",Hal Brundage,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware River, DE",,,,Internal,,,
,61439,,,,,9/1/2009,,,V16-1L,,,"Environmental Research and Consulting, Inc.",Hal Brundage,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware River, DE",,,,Internal,,,
,61440,,,,,9/1/2009,,,V16-1L,,,"Environmental Research and Consulting, Inc.",Hal Brundage,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware River, DE",,,,Internal,,,
,61441,,,,,9/1/2009,,,V16-4H,,,"Environmental Research and Consulting, Inc.",Hal Brundage,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware River, DE",,,,Internal,,,
,61442,,,,,9/1/2009,,,V16-4H,,,"Environmental Research and Consulting, Inc.",Hal Brundage,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware River, DE",,,,Internal,,,
,62369,,,,,9/24/2009,,,V16-4H,,,"Environmental Research and Consulting, Inc.",Hal Brundage,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware River, DE",,,,Internal,,,
,62370,,,,,9/24/2009,,,V16-4H,,,"Environmental Research and Consulting, Inc.",Hal Brundage,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware River, DE",,,,Internal,,,
,62371,,,,,9/24/2009,,,V16-4H,,,"Environmental Research and Consulting, Inc.",Hal Brundage,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware River, DE",,,,Internal,,,
,62372,,,,,9/24/2009,,,V16-4H,,,"Environmental Research and Consulting, Inc.",Hal Brundage,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware River, DE",,,,Internal,,,
,62373,,,,,9/24/2009,,,V16-1L,,,"Environmental Research and Consulting, Inc.",Hal Brundage,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware River, DE",,,,Internal,,,
,62375,,,,,10/1/2009,,,V16-1L,,,"Environmental Research and Consulting, Inc.",Hal Brundage,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware River, DE",,,,Internal,,,
,62376,,,,,10/1/2009,,,V16-1L,,,"Environmental Research and Consulting, Inc.",Hal Brundage,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware River, DE",,,,Internal,,,
,62374,,,,,10/6/2009,,,V16-4H,,,"Environmental Research and Consulting, Inc.",Hal Brundage,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware River, DE",,,,Internal,,,
,63361,,,,,10/29/2009,,,V7-4L,,,"Environmental Research and Consulting, Inc.",Hal Brundage,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware River, DE",,,,Internal,,,
,63362,,,,,11/4/2009,,,V7-4L,,,"Environmental Research and Consulting, Inc.",Hal Brundage,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware River, DE",,,,Internal,,,
,64041,,,,,11/24/2009,,,V7-4L,,,"Environmental Research and Consulting, Inc.",Hal Brundage,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware River, DE",,,,Internal,,,
,64042,,,,,11/24/2009,,,V7-4L,,,"Environmental Research and Consulting, Inc.",Hal Brundage,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware River, DE",,,,Internal,,,
,64043,,,,,11/24/2009,,,V9-6L,,,"Environmental Research and Consulting, Inc.",Hal Brundage,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware River, DE",,,,Internal,,,
,64044,,,,,11/24/2009,,,V9-6L,,,"Environmental Research and Consulting, Inc.",Hal Brundage,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Delaware River, DE",,,,Internal,,,
A69-1303-48327,48327,,,,,5/14/2010,,,V16-4x,,A69-1303,CRI/ UNB,Allen Curry,,Striped Bass,Morone saxatilis,"Swan Creek, NB",,,,,,,
A69-1303-48328,48328,,,,,5/14/2010,,,V16-4x,,A69-1303,CRI/ UNB,Allen Curry,,Striped Bass,Morone saxatilis,"Swan Creek, NB",,,,,,,
A69-1303-48329,48329,,,,,5/14/2010,,,V16-4x,,A69-1303,CRI/ UNB,Allen Curry,,Striped Bass,Morone saxatilis,"Swan Creek, NB",,,,,,,
A69-1303-48330,48330,,,,,5/14/2010,,,V16-4x,,A69-1303,CRI/ UNB,Allen Curry,,Striped Bass,Morone saxatilis,"Swan Creek, NB",,,,,,,
A69-1303-48331,48331,,,,,5/14/2010,,,V16-4x,,A69-1303,CRI/ UNB,Allen Curry,,Striped Bass,Morone saxatilis,"Swan Creek, NB",,,,,,,
A69-1303-48332,48332,,,,,5/14/2010,,,V16-4x,,A69-1303,CRI/ UNB,Allen Curry,,Striped Bass,Morone saxatilis,"Swan Creek, NB",,,,,,,
A69-1303-48333,48333,,,,,5/14/2010,,,V16-4x,,A69-1303,CRI/ UNB,Allen Curry,,Striped Bass,Morone saxatilis,"Swan Creek, NB",,,,,,,
A69-1303-48334,48334,,,,,5/14/2010,,,V16-4x,,A69-1303,CRI/ UNB,Allen Curry,,Striped Bass,Morone saxatilis,"Swan Creek, NB",,,,,,,
A69-1303-48335,48335,,,,,5/14/2010,,,V16-4x,,A69-1303,CRI/ UNB,Allen Curry,,Striped Bass,Morone saxatilis,"Swan Creek, NB",,,,,,,
A69-1303-48336,48336,,,,,5/14/2010,,,V16-4x,,A69-1303,CRI/ UNB,Allen Curry,,Striped Bass,Morone saxatilis,"Swan Creek, NB",,,,,,,
A69-1303-48337,48337,,,,,5/14/2010,,,V16-4x,,A69-1303,CRI/ UNB,Allen Curry,,Striped Bass,Morone saxatilis,"Swan Creek, NB",,,,,,,
A69-1303-48338,48338,,,,,5/14/2010,,,V16-4x,,A69-1303,CRI/ UNB,Allen Curry,,Striped Bass,Morone saxatilis,"Swan Creek, NB",,,,,,,
A69-1303-48339,48339,,,,,5/14/2010,,,V16-4x,,A69-1303,CRI/ UNB,Allen Curry,,Striped Bass,Morone saxatilis,"Swan Creek, NB",,,,,,,
A69-1303-48340,48340,,,,,5/14/2010,,,V16-4x,,A69-1303,CRI/ UNB,Allen Curry,,Striped Bass,Morone saxatilis,"Swan Creek, NB",,,,,,,
A69-1303-56716,56716,,,,,5/18/2010,,,V13-1H,,A69-1303,CRI/ UNB,Allen Curry,,Striped Bass,Morone saxatilis,"Swan Creek, NB",,,,,,,
A69-1303-56717,56717,,,,,5/18/2010,,,V13-1H,,A69-1303,CRI/ UNB,Allen Curry,,Striped Bass,Morone saxatilis,"Swan Creek, NB",,,,,,,
A69-1303-56718,56718,,,,,5/18/2010,,,V13-1H,,A69-1303,CRI/ UNB,Allen Curry,,Striped Bass,Morone saxatilis,"Swan Creek, NB",,,,,,,
A69-1303-56719,56719,,,,,5/18/2010,,,V13-1H,,A69-1303,CRI/ UNB,Allen Curry,,Striped Bass,Morone saxatilis,"Swan Creek, NB",,,,,,,
A69-1303-56729,56729,,,,,5/18/2010,,,V13-1H,,A69-1303,CRI/ UNB,Allen Curry,,Striped Bass,Morone saxatilis,"Swan Creek, NB",,,,,,,
A69-1303-56724,56724,,,,,5/19/2010,,,V13-1H,,A69-1303,CRI/ UNB,Allen Curry,,Striped Bass,Morone saxatilis,"Swan Creek, NB",,,,,,,
A69-1303-56725,56725,,,,,5/19/2010,,,V13-1H,,A69-1303,CRI/ UNB,Allen Curry,,Striped Bass,Morone saxatilis,"Swan Creek, NB",,,,,,,
A69-1303-56726,56726,,,,,5/19/2010,,,V13-1H,,A69-1303,CRI/ UNB,Allen Curry,,Striped Bass,Morone saxatilis,"Swan Creek, NB",,,,,,,
A69-1303-56728,56728,,,,,5/19/2010,,,V13-1H,,A69-1303,CRI/ UNB,Allen Curry,,Striped Bass,Morone saxatilis,"Swan Creek, NB",,,,,,,
,47656,,,,,6/1/2010,,,,,,,Mike Dadswell,Matt Litvaks,,,,,,,,,,
,16139,,,,,6/1/2010,,,,,,Acadia University,Mike Dadswell,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Minas Basin, Canada",,,,,,,
,16140,,,,,6/1/2010,,,,,,Acadia University,Mike Dadswell,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Minas Basin, Canada",,,,,,,
,16141,,,,,6/1/2010,,,,,,Acadia University,Mike Dadswell,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Minas Basin, Canada",,,,,,,
,16142,,,,,6/1/2010,,,,,,Acadia University,Mike Dadswell,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Minas Basin, Canada",,,,,,,
,16143,,,,,6/1/2010,,,,,,Acadia University,Mike Dadswell,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Minas Basin, Canada",,,,,,,
,16144,,,,,6/1/2010,,,,,,Acadia University,Mike Dadswell,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Minas Basin, Canada",,,,,,,
,16145,,,,,6/1/2010,,,,,,Acadia University,Mike Dadswell,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Minas Basin, Canada",,,,,,,
,16146,,,,,6/1/2010,,,,,,Acadia University,Mike Dadswell,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Minas Basin, Canada",,,,,,,
,16147,,,,,6/1/2010,,,,,,Acadia University,Mike Dadswell,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Minas Basin, Canada",,,,,,,
,16148,,,,,6/1/2010,,,,,,Acadia University,Mike Dadswell,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Minas Basin, Canada",,,,,,,
,47647,,,,,6/1/2010,,,,,,Acadia University,Mike Dadswell,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Minas Basin, Canada",,,,,,,
,47648,,,,,6/1/2010,,,,,,Acadia University,Mike Dadswell,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Minas Basin, Canada",,,,,,,
,47649,,,,,6/1/2010,,,,,,Acadia University,Mike Dadswell,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Minas Basin, Canada",,,,,,,
,47650,,,,,6/1/2010,,,,,,Acadia University,Mike Dadswell,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Minas Basin, Canada",,,,,,,
,47651,,,,,6/1/2010,,,,,,Acadia University,Mike Dadswell,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Minas Basin, Canada",,,,,,,
,47667,,,,,6/1/2010,,,,,,Acadia University,Mike Dadswell,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Minas Basin, Canada",,,,,,,
,47668,,,,,6/1/2010,,,,,,Acadia University,Mike Dadswell,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Minas Basin, Canada",,,,,,,
,47669,,,,,6/1/2010,,,,,,Acadia University,Mike Dadswell,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Minas Basin, Canada",,,,,,,
,47670,,,,,6/1/2010,,,,,,Acadia University,Mike Dadswell,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Minas Basin, Canada",,,,,,,
,47671,,,,,6/1/2010,,,,,,Acadia University,Mike Dadswell,,Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,"Minas Basin, Canada",,,,,,,
